Age,Attrition,BusinessTravel,DailyRate,Department,Education,EducationField,EnvironmentSatisfaction,Gender,EmployeeNumber,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Experience_Band,Leadership_Flag,Income_Band,Promoted_Recently
35,Yes,Travel_Rarely,104,Research & Development,3,Life Sciences,1,Female,1569,69,3,1,Laboratory Technician,1,Divorced,2074,26619,Yes,12,3,4,1,1,2,3,1,0,0,0,0-2 years,No,Low,No
53,Yes,Travel_Rarely,607,Research & Development,5,Technical Degree,3,Female,1572,78,2,3,Manufacturing Director,4,Married,10169,14618,No,16,3,2,1,34,4,3,33,7,1,9,10+ years,No,Very High,Yes
38,Yes,Travel_Rarely,903,Research & Development,3,Medical,3,Male,1573,81,3,2,Manufacturing Director,2,Married,4855,7653,No,11,3,1,2,7,2,3,5,2,1,4,6-10 years,No,Medium,Yes
32,No,Non-Travel,1200,Research & Development,4,Technical Degree,4,Male,1574,62,3,2,Research Scientist,1,Married,4087,25174,No,14,3,2,1,9,3,2,6,5,1,2,6-10 years,No,Medium,Yes
48,No,Travel_Rarely,1108,Research & Development,4,Other,3,Female,1576,65,3,1,Research Scientist,1,Married,2367,16530,No,12,3,4,1,10,3,2,8,2,7,6,6-10 years,No,Low,Yes
34,No,Travel_Rarely,479,Research & Development,4,Medical,1,Male,1577,35,3,1,Research Scientist,4,Single,2972,22061,No,13,3,3,0,1,4,1,1,0,0,0,0-2 years,No,Low,No
55,No,Travel_Rarely,685,Sales,5,Marketing,3,Male,1578,60,2,5,Manager,4,Married,19586,23037,No,21,4,3,1,36,3,3,36,6,2,13,10+ years,Yes,Very High,Yes
34,No,Travel_Rarely,1351,Research & Development,4,Life Sciences,2,Male,1580,45,3,2,Research Scientist,4,Married,5484,13008,No,17,3,2,1,9,3,2,2,2,2,1,6-10 years,No,Medium,Yes
26,No,Travel_Rarely,474,Research & Development,3,Life Sciences,1,Female,1581,89,3,1,Research Scientist,4,Married,2061,11133,No,21,4,1,0,1,5,3,1,0,0,0,0-2 years,No,Low,No
38,No,Travel_Rarely,1245,Sales,3,Life Sciences,3,Male,1582,80,3,2,Sales Executive,2,Married,9924,12355,No,11,3,4,1,10,3,3,9,8,7,7,6-10 years,No,High,Yes
38,No,Travel_Rarely,437,Sales,3,Life Sciences,2,Female,1583,90,3,2,Sales Executive,2,Single,4198,16379,No,12,3,2,0,8,5,4,3,2,1,2,6-10 years,No,Medium,Yes
36,No,Travel_Rarely,884,Sales,4,Life Sciences,2,Female,1585,73,3,2,Sales Executive,3,Single,6815,21447,No,13,3,1,0,15,5,3,1,0,0,0,10+ years,No,High,No
29,No,Travel_Rarely,1370,Research & Development,1,Medical,2,Male,1586,87,3,1,Laboratory Technician,1,Single,4723,16213,Yes,18,3,4,0,10,3,3,10,9,1,5,6-10 years,No,Medium,Yes
35,No,Travel_Rarely,670,Research & Development,4,Medical,1,Female,1587,51,3,2,Healthcare Representative,3,Single,6142,4223,Yes,16,3,3,0,10,4,3,5,2,0,4,6-10 years,No,High,No
39,No,Travel_Rarely,1462,Sales,3,Medical,4,Male,1588,38,4,3,Sales Executive,3,Married,8237,4658,No,11,3,1,1,11,3,3,7,6,7,6,10+ years,No,High,Yes
29,No,Travel_Frequently,995,Research & Development,1,Life Sciences,1,Male,1590,87,3,2,Healthcare Representative,4,Divorced,8853,24483,No,19,3,4,1,6,0,4,6,4,1,3,6-10 years,No,High,Yes
50,No,Travel_Rarely,264,Sales,3,Marketing,3,Male,1591,59,3,5,Manager,3,Married,19331,19519,Yes,16,3,3,1,27,2,3,1,0,0,0,10+ years,Yes,Very High,No
23,No,Travel_Rarely,977,Research & Development,3,Technical Degree,4,Male,1592,45,4,1,Research Scientist,3,Married,2073,12826,No,16,3,4,1,4,2,3,2,2,2,2,3-5 years,No,Low,Yes
36,No,Travel_Frequently,1302,Research & Development,4,Life Sciences,1,Male,1594,80,4,2,Laboratory Technician,1,Married,5562,19711,Yes,13,3,4,1,9,3,3,3,2,0,2,6-10 years,No,Medium,No
42,No,Travel_Rarely,1059,Research & Development,2,Other,4,Male,1595,93,2,5,Manager,4,Single,19613,26362,No,22,4,4,0,24,2,3,1,0,0,1,10+ years,Yes,Very High,No
35,No,Travel_Rarely,750,Research & Development,3,Life Sciences,2,Male,1596,46,4,2,Laboratory Technician,3,Married,3407,25348,No,17,3,4,2,10,3,2,10,9,6,8,6-10 years,No,Medium,Yes
34,No,Travel_Frequently,653,Research & Development,4,Technical Degree,4,Male,1597,92,2,2,Healthcare Representative,3,Married,5063,15332,No,14,3,2,1,8,3,2,8,2,7,7,6-10 years,No,Medium,Yes
40,No,Travel_Rarely,118,Sales,2,Life Sciences,4,Female,1598,84,3,2,Sales Executive,1,Married,4639,11262,No,15,3,3,1,5,2,3,5,4,1,2,3-5 years,No,Medium,Yes
43,No,Travel_Rarely,990,Research & Development,3,Technical Degree,4,Male,1599,87,4,1,Laboratory Technician,2,Divorced,4876,5855,No,12,3,3,1,8,0,3,6,4,0,2,6-10 years,No,Medium,No
35,No,Travel_Rarely,1349,Research & Development,2,Life Sciences,3,Male,1601,63,2,1,Laboratory Technician,4,Married,2690,7713,No,18,3,4,1,1,5,2,1,0,0,1,0-2 years,No,Low,No
46,No,Travel_Rarely,563,Sales,4,Life Sciences,4,Male,1602,56,4,4,Manager,1,Single,17567,3156,No,15,3,2,0,27,5,1,26,0,0,12,10+ years,Yes,Very High,No
28,Yes,Travel_Rarely,329,Research & Development,3,Medical,3,Male,1604,51,3,1,Laboratory Technician,2,Married,2408,7324,Yes,17,3,3,3,1,3,3,1,1,0,0,0-2 years,No,Low,No
22,No,Non-Travel,457,Research & Development,2,Other,2,Female,1605,85,2,1,Research Scientist,3,Married,2814,10293,Yes,14,3,2,0,4,2,2,4,2,1,3,3-5 years,No,Low,Yes
50,No,Travel_Frequently,1234,Research & Development,5,Medical,2,Male,1606,41,3,4,Healthcare Representative,3,Married,11245,20689,Yes,15,3,3,1,32,3,3,30,8,12,13,10+ years,Yes,Very High,Yes
32,No,Travel_Rarely,634,Research & Development,4,Other,2,Female,1607,35,4,1,Research Scientist,4,Married,3312,18783,No,17,3,4,2,6,3,3,3,2,0,2,6-10 years,No,Medium,No
44,No,Travel_Rarely,1313,Research & Development,3,Medical,2,Female,1608,31,3,5,Research Director,4,Divorced,19049,3549,Yes,14,3,4,1,23,4,2,22,7,1,10,10+ years,Yes,Very High,Yes
30,No,Travel_Rarely,241,Research & Development,3,Medical,2,Male,1609,48,2,1,Research Scientist,2,Married,2141,5348,No,12,3,2,1,6,3,2,6,4,1,1,6-10 years,No,Low,Yes
45,No,Travel_Rarely,1015,Research & Development,5,Medical,3,Female,1611,50,1,2,Laboratory Technician,1,Single,5769,23447,Yes,14,3,1,0,10,3,3,10,7,1,4,6-10 years,No,Medium,Yes
45,No,Non-Travel,336,Sales,3,Marketing,1,Male,1612,52,2,2,Sales Executive,1,Married,4385,24162,No,15,3,1,1,10,2,3,10,7,4,5,6-10 years,No,Medium,Yes
31,No,Travel_Frequently,715,Sales,4,Other,4,Male,1613,54,3,2,Sales Executive,1,Single,5332,21602,No,13,3,4,0,10,3,3,5,2,0,3,6-10 years,No,Medium,No
36,No,Travel_Rarely,559,Research & Development,4,Life Sciences,3,Female,1614,76,3,2,Manufacturing Director,3,Married,4663,12421,Yes,12,3,2,2,7,2,3,3,2,1,1,6-10 years,No,Medium,Yes
34,No,Travel_Frequently,426,Research & Development,4,Life Sciences,3,Male,1615,42,4,2,Manufacturing Director,4,Divorced,4724,17000,No,13,3,1,1,9,3,3,9,7,7,2,6-10 years,No,Medium,Yes
49,No,Travel_Rarely,722,Research & Development,4,Life Sciences,3,Female,1617,84,3,1,Laboratory Technician,1,Married,3211,22102,No,14,3,4,1,10,3,2,9,6,1,4,6-10 years,No,Medium,Yes
39,No,Travel_Rarely,1387,Research & Development,5,Medical,2,Male,1618,76,3,2,Manufacturing Director,1,Married,5377,3835,No,13,3,4,3,10,3,3,7,7,7,7,6-10 years,No,Medium,Yes
27,No,Travel_Rarely,1302,Research & Development,3,Other,4,Male,1619,67,2,1,Laboratory Technician,1,Divorced,4066,16290,No,11,3,1,2,7,3,3,7,7,0,7,6-10 years,No,Medium,No
35,No,Travel_Rarely,819,Research & Development,5,Life Sciences,2,Male,1621,48,4,2,Research Scientist,1,Married,5208,26312,No,11,3,4,0,16,2,3,16,15,1,10,10+ years,No,Medium,Yes
28,No,Travel_Rarely,580,Research & Development,3,Medical,2,Female,1622,39,1,2,Manufacturing Director,1,Divorced,4877,20460,No,21,4,2,1,6,5,2,5,3,0,0,6-10 years,No,Medium,No
21,No,Travel_Rarely,546,Research & Development,1,Medical,3,Male,1623,97,3,1,Research Scientist,4,Single,3117,26009,No,18,3,3,0,3,2,3,2,2,2,2,3-5 years,No,Medium,Yes
18,Yes,Travel_Frequently,544,Sales,2,Medical,2,Female,1624,70,3,1,Sales Representative,4,Single,1569,18420,Yes,12,3,3,0,0,2,4,0,0,0,0,0-2 years,No,Low,No
47,No,Travel_Rarely,1176,Human Resources,4,Life Sciences,4,Female,1625,98,3,5,Manager,3,Married,19658,5220,No,11,3,3,1,27,2,3,5,2,1,0,10+ years,Yes,Very High,Yes
39,No,Travel_Rarely,170,Research & Development,2,Medical,3,Male,1627,76,2,2,Laboratory Technician,3,Divorced,3069,10302,No,15,3,4,1,11,3,3,10,8,0,7,10+ years,No,Medium,No
40,No,Travel_Rarely,884,Research & Development,3,Life Sciences,1,Female,1628,80,2,3,Manufacturing Director,3,Married,10435,25800,No,13,3,4,2,18,2,3,18,15,14,12,10+ years,No,Very High,Yes
35,No,Non-Travel,208,Research & Development,4,Life Sciences,3,Female,1630,52,3,2,Healthcare Representative,3,Married,4148,12250,No,12,3,4,1,15,5,3,14,11,2,9,10+ years,No,Medium,Yes
37,No,Travel_Rarely,671,Research & Development,3,Life Sciences,3,Male,1631,85,3,2,Manufacturing Director,3,Married,5768,26493,No,17,3,1,3,9,2,2,4,3,0,2,6-10 years,No,Medium,No
39,No,Travel_Frequently,711,Research & Development,3,Medical,1,Female,1633,81,3,2,Manufacturing Director,3,Single,5042,3140,No,13,3,4,0,10,2,1,9,2,3,8,6-10 years,No,Medium,Yes
45,No,Travel_Rarely,1329,Research & Development,2,Other,4,Female,1635,59,2,2,Manufacturing Director,4,Divorced,5770,5388,No,19,3,1,2,10,3,3,10,7,3,9,6-10 years,No,Medium,Yes
38,No,Travel_Rarely,397,Research & Development,2,Medical,4,Female,1638,54,2,3,Manufacturing Director,3,Married,7756,14199,Yes,19,3,4,1,10,6,4,5,4,0,2,6-10 years,No,High,No
35,Yes,Travel_Rarely,737,Sales,3,Medical,4,Male,1639,55,2,3,Sales Executive,1,Married,10306,21530,No,17,3,3,0,15,3,3,13,12,6,0,10+ years,No,Very High,Yes
37,No,Travel_Rarely,1470,Research & Development,3,Medical,2,Female,1640,71,3,1,Research Scientist,2,Married,3936,9953,No,11,3,1,1,8,2,1,8,4,7,7,6-10 years,No,Medium,Yes
40,No,Travel_Rarely,448,Research & Development,3,Life Sciences,3,Female,1641,84,3,3,Manufacturing Director,4,Single,7945,19948,Yes,15,3,4,0,18,2,2,4,2,3,3,10+ years,No,High,Yes
44,No,Travel_Frequently,602,Human Resources,5,Human Resources,1,Male,1642,37,3,2,Human Resources,4,Married,5743,10503,Yes,11,3,3,0,14,3,3,10,7,0,2,10+ years,No,Medium,No
48,No,Travel_Frequently,365,Research & Development,5,Medical,3,Male,1644,89,2,4,Manager,4,Married,15202,5602,No,25,4,2,1,23,3,3,2,2,2,2,10+ years,Yes,Very High,Yes
35,Yes,Travel_Rarely,763,Sales,2,Medical,1,Male,1645,59,1,2,Sales Executive,4,Divorced,5440,22098,Yes,14,3,4,2,7,2,2,2,2,2,2,6-10 years,No,Medium,Yes
24,No,Travel_Frequently,567,Research & Development,1,Technical Degree,1,Female,1646,32,3,1,Research Scientist,4,Single,3760,17218,Yes,13,3,3,0,6,2,3,6,3,1,3,6-10 years,No,Medium,Yes
27,No,Travel_Rarely,486,Research & Development,3,Medical,2,Female,1647,86,4,1,Research Scientist,3,Married,3517,22490,No,17,3,1,0,5,0,3,3,2,0,2,3-5 years,No,Medium,No
27,No,Travel_Frequently,591,Research & Development,3,Medical,4,Male,1648,87,3,1,Research Scientist,4,Single,2580,6297,No,13,3,3,0,6,0,2,4,2,1,2,6-10 years,No,Low,Yes
40,Yes,Travel_Rarely,1329,Research & Development,3,Life Sciences,1,Male,1649,73,3,1,Laboratory Technician,1,Single,2166,3339,Yes,14,3,2,0,10,3,1,4,2,0,3,6-10 years,No,Low,No
29,No,Travel_Rarely,469,Sales,3,Medical,3,Male,1650,42,2,2,Sales Executive,3,Single,5869,23413,No,11,3,3,0,8,2,3,5,2,1,4,6-10 years,No,Medium,Yes
36,No,Travel_Rarely,711,Research & Development,4,Life Sciences,2,Female,1651,42,3,3,Healthcare Representative,1,Married,8008,22792,No,12,3,3,2,9,6,3,3,2,0,2,6-10 years,No,High,No
25,No,Travel_Frequently,772,Research & Development,1,Life Sciences,4,Male,1653,77,4,2,Manufacturing Director,3,Divorced,5206,4973,No,17,3,3,2,7,6,3,7,7,0,7,6-10 years,No,Medium,No
39,No,Travel_Rarely,492,Research & Development,3,Medical,4,Male,1654,66,3,2,Manufacturing Director,2,Married,5295,7693,No,21,4,3,0,7,3,3,5,4,1,0,6-10 years,No,Medium,Yes
49,No,Travel_Rarely,301,Research & Development,4,Other,1,Female,1655,72,3,4,Research Director,2,Married,16413,3498,No,16,3,2,2,27,2,3,4,2,1,2,10+ years,Yes,Very High,Yes
50,No,Travel_Rarely,813,Research & Development,5,Life Sciences,4,Female,1656,50,2,3,Research Director,1,Divorced,13269,21981,No,15,3,3,3,19,3,3,14,11,1,11,10+ years,No,Very High,Yes
20,No,Travel_Rarely,1141,Sales,3,Medical,3,Female,1657,31,3,1,Sales Representative,3,Single,2783,13251,No,19,3,1,0,2,3,3,2,2,2,2,0-2 years,No,Low,Yes
34,No,Travel_Rarely,1130,Research & Development,3,Life Sciences,4,Female,1658,66,3,2,Research Scientist,2,Divorced,5433,19332,No,12,3,3,1,11,2,3,11,8,7,9,10+ years,No,Medium,Yes
36,No,Travel_Rarely,311,Research & Development,3,Life Sciences,1,Male,1659,77,3,1,Laboratory Technician,2,Single,2013,10950,No,11,3,3,0,15,4,3,4,3,1,3,10+ years,No,Low,Yes
49,No,Travel_Rarely,465,Research & Development,1,Life Sciences,3,Female,1661,41,2,4,Healthcare Representative,3,Married,13966,11652,Yes,19,3,2,1,30,3,3,15,11,2,12,10+ years,Yes,Very High,Yes
36,No,Non-Travel,894,Research & Development,4,Medical,4,Female,1662,33,2,2,Manufacturing Director,3,Married,4374,15411,No,15,3,3,0,4,6,3,3,2,1,2,3-5 years,No,Medium,Yes
36,No,Travel_Rarely,1040,Research & Development,2,Life Sciences,4,Male,1664,79,4,2,Healthcare Representative,1,Divorced,6842,26308,No,20,4,1,1,13,3,3,5,4,0,4,10+ years,No,High,No
54,No,Travel_Rarely,584,Research & Development,5,Medical,2,Female,1665,91,3,4,Manager,3,Married,17426,18685,No,25,4,3,1,36,6,3,10,8,4,7,10+ years,Yes,Very High,Yes
43,No,Travel_Rarely,1291,Research & Development,2,Life Sciences,3,Male,1666,65,2,4,Research Director,3,Married,17603,3525,No,24,4,1,1,14,3,3,14,10,6,11,10+ years,Yes,Very High,Yes
35,Yes,Travel_Frequently,880,Sales,4,Other,4,Male,1667,36,3,2,Sales Executive,4,Single,4581,10414,Yes,24,4,1,0,13,2,4,11,9,6,7,10+ years,No,Medium,Yes
38,No,Travel_Frequently,1189,Research & Development,3,Life Sciences,4,Male,1668,90,3,2,Research Scientist,4,Married,4735,9867,No,15,3,4,2,19,4,4,13,11,2,9,10+ years,No,Medium,Yes
29,No,Travel_Rarely,991,Sales,3,Medical,1,Male,1669,43,2,2,Sales Executive,2,Divorced,4187,3356,Yes,13,3,2,1,10,3,2,10,0,0,9,6-10 years,No,Medium,No
33,No,Travel_Rarely,392,Sales,4,Medical,4,Male,1670,93,3,2,Sales Executive,4,Divorced,5505,3921,No,14,3,3,2,6,5,3,6,2,0,4,6-10 years,No,Medium,No
32,No,Travel_Rarely,977,Research & Development,3,Medical,4,Male,1671,45,3,2,Research Scientist,2,Divorced,5470,25518,No,13,3,3,2,10,4,2,9,5,1,6,6-10 years,No,Medium,Yes
31,No,Travel_Rarely,1112,Sales,4,Life Sciences,1,Female,1673,67,3,2,Sales Executive,4,Married,5476,22589,No,11,3,1,2,10,2,3,10,0,0,2,6-10 years,No,Medium,No
49,No,Travel_Rarely,464,Research & Development,3,Medical,4,Female,1674,74,3,1,Laboratory Technician,1,Divorced,2587,24941,Yes,16,3,2,1,17,2,2,2,2,2,2,10+ years,No,Low,Yes
38,No,Travel_Frequently,148,Research & Development,3,Medical,4,Female,1675,42,2,1,Laboratory Technician,2,Single,2440,23826,No,22,4,2,0,4,3,3,4,3,3,3,3-5 years,No,Low,Yes
47,No,Travel_Rarely,1225,Sales,4,Life Sciences,2,Female,1676,47,4,4,Manager,2,Divorced,15972,21086,No,14,3,3,3,29,2,3,3,2,1,2,10+ years,Yes,Very High,Yes
49,No,Travel_Rarely,809,Research & Development,3,Life Sciences,3,Male,1677,36,3,4,Manager,3,Single,15379,22384,No,14,3,1,0,23,2,3,8,7,0,0,10+ years,Yes,Very High,No
41,No,Travel_Rarely,1206,Sales,2,Life Sciences,4,Male,1678,80,3,3,Sales Executive,3,Single,7082,11591,Yes,16,3,4,0,21,2,3,2,0,0,2,10+ years,No,High,No
20,No,Travel_Rarely,727,Sales,1,Life Sciences,4,Male,1680,54,3,1,Sales Representative,1,Single,2728,21082,No,11,3,1,0,2,3,3,2,2,0,2,0-2 years,No,Low,No
33,No,Non-Travel,530,Sales,3,Life Sciences,3,Female,1681,36,3,2,Sales Executive,4,Divorced,5368,16130,Yes,25,4,3,1,7,2,3,6,5,1,2,6-10 years,No,Medium,Yes
36,No,Travel_Rarely,1351,Research & Development,4,Life Sciences,1,Male,1682,80,3,2,Healthcare Representative,3,Married,5347,7419,No,14,3,2,2,10,2,2,3,2,0,2,6-10 years,No,Medium,No
44,No,Travel_Rarely,528,Human Resources,3,Life Sciences,3,Female,1683,44,3,1,Human Resources,4,Divorced,3195,4167,Yes,18,3,1,3,8,2,3,2,2,2,2,6-10 years,No,Medium,Yes
23,Yes,Travel_Rarely,1320,Research & Development,1,Medical,4,Male,1684,93,2,1,Laboratory Technician,3,Single,3989,20586,Yes,11,3,1,0,5,2,3,5,4,1,2,3-5 years,No,Medium,Yes
38,No,Travel_Rarely,1495,Research & Development,2,Medical,4,Female,1687,87,3,1,Laboratory Technician,3,Married,3306,26176,No,19,3,4,1,7,5,2,0,0,0,0,6-10 years,No,Medium,No
53,No,Travel_Rarely,1395,Research & Development,4,Medical,2,Male,1689,48,4,3,Healthcare Representative,4,Married,7005,3458,No,15,3,3,0,11,2,3,4,3,1,2,10+ years,No,High,Yes
48,Yes,Travel_Frequently,708,Sales,2,Medical,4,Female,1691,95,3,1,Sales Representative,3,Married,2655,11740,Yes,11,3,3,2,19,3,3,9,7,7,7,10+ years,No,Low,Yes
32,Yes,Travel_Rarely,1259,Research & Development,4,Life Sciences,4,Male,1692,95,3,1,Laboratory Technician,2,Single,1393,24852,No,12,3,1,0,1,2,3,1,0,0,0,0-2 years,No,Low,No
26,No,Non-Travel,786,Research & Development,3,Medical,4,Male,1693,76,3,1,Laboratory Technician,4,Single,2570,11925,No,20,4,3,0,7,5,3,7,7,5,7,6-10 years,No,Low,Yes
55,No,Travel_Rarely,1441,Research & Development,3,Technical Degree,1,Male,1694,94,2,1,Research Scientist,2,Divorced,3537,23737,No,12,3,4,1,8,1,3,4,2,1,2,6-10 years,No,Medium,Yes
34,No,Travel_Rarely,1157,Research & Development,2,Medical,2,Male,1696,57,2,2,Laboratory Technician,4,Married,3986,11912,No,14,3,3,1,15,3,4,15,10,4,13,10+ years,No,Medium,Yes
60,No,Travel_Rarely,370,Research & Development,4,Medical,3,Male,1697,92,1,3,Healthcare Representative,4,Divorced,10883,20467,No,20,4,3,1,19,2,4,1,0,0,0,10+ years,No,Very High,No
33,No,Travel_Rarely,267,Research & Development,3,Medical,2,Male,1698,79,4,1,Laboratory Technician,2,Married,2028,13637,No,18,3,4,3,14,6,3,14,11,2,13,10+ years,No,Low,Yes
37,No,Travel_Frequently,1278,Sales,4,Medical,3,Male,1700,31,1,2,Sales Executive,4,Divorced,9525,7677,No,14,3,3,2,6,2,2,6,3,1,3,6-10 years,No,High,Yes
34,No,Travel_Rarely,678,Research & Development,3,Life Sciences,2,Female,1701,35,2,1,Research Scientist,4,Married,2929,20338,No,12,3,2,0,10,3,3,10,9,8,7,6-10 years,No,Low,Yes
23,Yes,Travel_Rarely,427,Sales,3,Life Sciences,3,Male,1702,99,3,1,Sales Representative,4,Divorced,2275,25103,Yes,21,4,2,1,3,2,3,3,2,0,2,3-5 years,No,Low,No
44,No,Travel_Rarely,921,Research & Development,3,Life Sciences,3,Female,1703,96,4,3,Healthcare Representative,4,Married,7879,14810,Yes,19,3,2,1,9,2,3,8,7,6,7,6-10 years,No,High,Yes
35,No,Travel_Frequently,146,Research & Development,4,Medical,1,Male,1704,79,2,1,Research Scientist,4,Single,4930,13970,Yes,14,3,3,0,6,2,4,5,4,1,4,6-10 years,No,Medium,Yes
43,No,Travel_Rarely,1179,Sales,3,Medical,4,Male,1706,73,3,2,Sales Executive,4,Married,7847,6069,Yes,17,3,1,1,10,3,3,10,9,8,8,6-10 years,No,High,Yes
24,No,Travel_Rarely,581,Research & Development,3,Medical,3,Male,1707,62,4,1,Research Scientist,3,Married,4401,17616,No,16,3,4,1,5,1,3,5,3,0,4,3-5 years,No,Medium,No
41,No,Travel_Rarely,918,Sales,3,Marketing,4,Male,1708,35,3,3,Sales Executive,3,Single,9241,15869,No,12,3,2,0,10,3,3,10,8,8,7,6-10 years,No,High,Yes
29,No,Travel_Rarely,1082,Research & Development,4,Medical,4,Female,1709,43,3,1,Laboratory Technician,3,Married,2974,25412,No,17,3,3,1,9,2,3,5,3,1,2,6-10 years,No,Low,Yes
36,No,Travel_Rarely,530,Sales,4,Life Sciences,3,Female,1710,51,3,2,Sales Representative,4,Single,4502,7439,No,15,3,3,0,17,2,2,13,7,6,7,10+ years,No,Medium,Yes
45,No,Non-Travel,1238,Research & Development,1,Life Sciences,3,Male,1712,74,2,3,Healthcare Representative,3,Married,10748,3395,No,23,4,4,1,25,3,2,23,15,14,4,10+ years,No,Very High,Yes
24,Yes,Travel_Rarely,240,Human Resources,1,Human Resources,4,Male,1714,58,1,1,Human Resources,3,Married,1555,11585,No,11,3,3,1,1,2,3,1,0,0,0,0-2 years,No,Low,No
47,Yes,Travel_Frequently,1093,Sales,3,Life Sciences,3,Male,1716,82,1,4,Sales Executive,3,Married,12936,24164,No,11,3,3,0,25,3,1,23,5,14,10,10+ years,Yes,Very High,Yes
26,No,Travel_Rarely,390,Research & Development,4,Medical,4,Male,1718,62,1,1,Laboratory Technician,3,Married,2305,6217,No,15,3,3,3,3,3,4,3,2,0,2,3-5 years,No,Low,No
45,No,Travel_Rarely,1005,Research & Development,2,Technical Degree,4,Female,1719,48,2,4,Research Director,2,Single,16704,17119,No,11,3,3,0,21,2,3,21,6,8,6,10+ years,Yes,Very High,Yes
32,No,Travel_Frequently,585,Research & Development,3,Life Sciences,1,Male,1720,56,3,1,Research Scientist,3,Married,3433,17360,No,13,3,1,1,10,3,2,5,2,1,3,6-10 years,No,Medium,Yes
31,No,Travel_Rarely,741,Research & Development,4,Life Sciences,2,Male,1721,69,3,1,Laboratory Technician,3,Married,3477,18103,No,14,3,4,1,6,2,4,5,2,0,3,6-10 years,No,Medium,No
41,No,Non-Travel,552,Human Resources,3,Human Resources,3,Male,1722,60,1,2,Human Resources,2,Married,6430,20794,No,19,3,2,1,10,4,3,3,2,1,2,6-10 years,No,High,Yes
40,No,Travel_Rarely,369,Research & Development,2,Life Sciences,2,Female,1724,92,3,2,Manufacturing Director,1,Married,6516,5041,Yes,16,3,2,1,18,3,3,1,0,0,0,10+ years,No,High,No
24,No,Travel_Rarely,506,Research & Development,1,Medical,2,Male,1725,91,3,1,Laboratory Technician,1,Divorced,3907,3622,No,13,3,2,3,6,2,4,6,2,1,2,6-10 years,No,Medium,Yes
46,No,Travel_Rarely,717,Research & Development,4,Life Sciences,3,Male,1727,34,3,2,Healthcare Representative,2,Single,5562,9697,No,14,3,4,0,19,3,3,10,7,0,9,10+ years,No,Medium,No
35,No,Travel_Rarely,1370,Research & Development,4,Life Sciences,4,Male,1728,49,3,2,Manufacturing Director,3,Married,6883,5151,No,16,3,2,1,17,3,3,7,7,0,7,10+ years,No,High,No
30,No,Travel_Rarely,793,Research & Development,1,Life Sciences,2,Male,1729,33,3,1,Research Scientist,4,Married,2862,3811,No,12,3,2,1,10,2,2,10,0,0,8,6-10 years,No,Low,No
47,No,Non-Travel,543,Sales,4,Marketing,3,Male,1731,87,3,2,Sales Executive,2,Married,4978,3536,No,11,3,4,1,4,3,1,1,0,0,0,3-5 years,No,Medium,No
46,No,Travel_Rarely,1277,Sales,3,Life Sciences,3,Male,1732,74,3,3,Sales Executive,4,Divorced,10368,5596,Yes,12,3,2,1,13,5,2,10,6,0,3,10+ years,No,Very High,No
36,Yes,Travel_Rarely,1456,Sales,5,Marketing,2,Male,1733,96,2,2,Sales Executive,1,Divorced,6134,8658,Yes,13,3,2,3,16,3,3,2,2,2,2,10+ years,No,High,Yes
32,Yes,Travel_Rarely,964,Sales,2,Life Sciences,1,Male,1734,34,1,2,Sales Executive,2,Single,6735,12147,No,15,3,2,0,10,2,3,0,0,0,0,6-10 years,No,High,No
23,No,Travel_Rarely,160,Research & Development,1,Medical,3,Female,1735,51,3,1,Laboratory Technician,2,Single,3295,12862,No,13,3,3,0,3,3,1,3,2,1,2,3-5 years,No,Medium,Yes
31,No,Travel_Frequently,163,Research & Development,1,Technical Degree,4,Female,1736,30,3,2,Manufacturing Director,4,Single,5238,6670,No,20,4,4,0,9,3,2,5,4,1,4,6-10 years,No,Medium,Yes
39,No,Non-Travel,792,Research & Development,3,Life Sciences,4,Male,1737,77,3,2,Laboratory Technician,4,Married,6472,8989,Yes,15,3,4,1,9,2,3,9,8,5,8,6-10 years,No,High,Yes
32,No,Travel_Rarely,371,Sales,3,Life Sciences,4,Male,1739,80,1,3,Sales Executive,3,Married,9610,3840,No,13,3,3,1,10,2,1,4,3,0,2,6-10 years,No,High,No
40,No,Travel_Rarely,611,Sales,4,Medical,2,Male,1740,88,3,5,Manager,2,Single,19833,4349,No,14,3,2,0,21,3,2,21,8,12,8,10+ years,Yes,Very High,Yes
45,No,Travel_Rarely,176,Human Resources,3,Life Sciences,3,Female,1744,56,1,3,Human Resources,3,Married,9756,6595,No,21,4,3,2,9,2,4,5,0,0,3,6-10 years,No,High,No
30,No,Travel_Frequently,1312,Research & Development,4,Technical Degree,4,Female,1745,78,2,1,Research Scientist,1,Single,4968,26427,No,16,3,4,0,10,2,3,9,7,0,7,6-10 years,No,Medium,No
24,No,Travel_Frequently,897,Human Resources,3,Medical,1,Male,1746,59,3,1,Human Resources,4,Married,2145,2097,No,14,3,4,1,3,2,3,2,2,2,1,3-5 years,No,Low,Yes
